,lr_pair,pathway,X_DARK_score,X_PALE_score,X_PALE2WEAK_score,X_WEAK2STRONG_score
COL6A4_SDC1,COL6A4_SDC1,COLLAGEN,5.02E-05,0,0.000121288,0
COL6A5_SDC1,COL6A5_SDC1,COLLAGEN,2.51E-05,0,9.10E-05,0.000102705
COL6A6_SDC1,COL6A6_SDC1,COLLAGEN,0.000100386,4.21E-05,0.00015161,0.000102705
COL9A1_SDC1,COL9A1_SDC1,COLLAGEN,0,4.21E-05,3.03E-05,0
COL9A2_SDC1,COL9A2_SDC1,COLLAGEN,0,0,0,0
COL9A3_SDC1,COL9A3_SDC1,COLLAGEN,0.000301158,0.000126313,0.000121288,7.70E-05
FN1_SDC1,FN1_SDC1,FN1,0,0,3.03E-05,2.57E-05
TNC_SDC1,TNC_SDC1,TENASCIN,0,0,0.000121288,2.57E-05
TNR_SDC1,TNR_SDC1,TENASCIN,0.000175675,4.21E-05,0,0
TNN_SDC1,TNN_SDC1,TENASCIN,0,0,0,0
TNXB_SDC1,TNXB_SDC1,TENASCIN,0.000200772,0.000126313,6.06E-05,0
THBS1_SDC1,THBS1_SDC1,THBS,0.000225868,0.000336834,0.000333542,0.000154057
THBS2_SDC1,THBS2_SDC1,THBS,0,0,0,0
THBS3_SDC1,THBS3_SDC1,THBS,5.02E-05,0.000126313,6.06E-05,2.57E-05
THBS4_SDC1,THBS4_SDC1,THBS,0,0,3.03E-05,0
COMP_SDC1,COMP_SDC1,THBS,7.53E-05,0.000252625,0.000212254,2.57E-05
COL1A1_SDC4,COL1A1_SDC4,COLLAGEN,9.05E-05,0,0.000430891,0
COL1A2_SDC4,COL1A2_SDC4,COLLAGEN,0,8.42E-05,0.000775604,0
COL2A1_SDC4,COL2A1_SDC4,COLLAGEN,0,8.42E-05,0.000258535,0
COL4A1_SDC4,COL4A1_SDC4,COLLAGEN,0.000181053,0,0.000861782,0.000385142
COL4A2_SDC4,COL4A2_SDC4,COLLAGEN,0.000181053,0.000421042,0.000517069,0.000385142
COL4A3_SDC4,COL4A3_SDC4,COLLAGEN,0.001629479,0.010020804,0.008790178,0.00192571
COL4A4_SDC4,COL4A4_SDC4,COLLAGEN,0.004073698,0.015746978,0.017063286,0.00558456
COL4A5_SDC4,COL4A5_SDC4,COLLAGEN,0.00054316,0.001347335,0.001723564,0.001155426
COL4A6_SDC4,COL4A6_SDC4,COLLAGEN,0.000633686,0.002526253,0.001034139,0.000385142
COL6A1_SDC4,COL6A1_SDC4,COLLAGEN,9.05E-05,0,8.62E-05,0
COL6A2_SDC4,COL6A2_SDC4,COLLAGEN,0,8.42E-05,0.000172356,0
COL6A3_SDC4,COL6A3_SDC4,COLLAGEN,0.000362106,0,8.62E-05,0
COL6A4_SDC4,COL6A4_SDC4,COLLAGEN,0.000181053,0,0.000344713,0
COL6A5_SDC4,COL6A5_SDC4,COLLAGEN,9.05E-05,0,0.000258535,0.000770284
COL6A6_SDC4,COL6A6_SDC4,COLLAGEN,0.000362106,8.42E-05,0.000430891,0.000770284
COL9A1_SDC4,COL9A1_SDC4,COLLAGEN,0,8.42E-05,8.62E-05,0
COL9A2_SDC4,COL9A2_SDC4,COLLAGEN,0,0,0,0
COL9A3_SDC4,COL9A3_SDC4,COLLAGEN,0.001086319,0.000252625,0.000344713,0.000577713
FN1_SDC4,FN1_SDC4,FN1,0,0,8.62E-05,0.000192571
TNC_SDC4,TNC_SDC4,TENASCIN,0,0,0.000344713,0.000192571
TNR_SDC4,TNR_SDC4,TENASCIN,0.000633686,8.42E-05,0,0
TNN_SDC4,TNN_SDC4,TENASCIN,0,0,0,0
TNXB_SDC4,TNXB_SDC4,TENASCIN,0.000724213,0.000252625,0.000172356,0
THBS1_SDC4,THBS1_SDC4,THBS,0.00081474,0.000673668,0.00094796,0.001155426
THBS2_SDC4,THBS2_SDC4,THBS,0,0,0,0
THBS3_SDC4,THBS3_SDC4,THBS,0.000181053,0.000252625,0.000172356,0.000192571
THBS4_SDC4,THBS4_SDC4,THBS,0,0,8.62E-05,0
COMP_SDC4,COMP_SDC4,THBS,0.00027158,0.000505251,0.000603247,0.000192571
LAMA1_SV2A,LAMA1_SV2A,LAMININ,0.002312462,0.014357539,0.019924722,0.004553235
LAMA2_SV2A,LAMA2_SV2A,LAMININ,0.000161335,0.000336834,0.000702193,0.000273879
LAMA3_SV2A,LAMA3_SV2A,LAMININ,0.000188224,0.00029473,0.000131661,0.000171174
LAMA4_SV2A,LAMA4_SV2A,LAMININ,2.69E-05,0,8.78E-05,3.42E-05
LAMA5_SV2A,LAMA5_SV2A,LAMININ,0,8.42E-05,0,0
LAMB1_SV2A,LAMB1_SV2A,LAMININ,2.69E-05,0.000126313,0.000307209,0.000102705
LAMB2_SV2A,LAMB2_SV2A,LAMININ,6.72E-05,0.000168417,0.000570532,0.000102705
LAMB3_SV2A,LAMB3_SV2A,LAMININ,6.72E-05,4.21E-05,0.000175548,3.42E-05
LAMC1_SV2A,LAMC1_SV2A,LAMININ,0.000403336,0.000926293,0.001009402,0.000102705
LAMC2_SV2A,LAMC2_SV2A,LAMININ,1.34E-05,0,4.39E-05,0
LAMC3_SV2A,LAMC3_SV2A,LAMININ,5.38E-05,0.000168417,0.000394983,0
LAMA1_SV2B,LAMA1_SV2B,LAMININ,0.00184997,0.005911928,0.052166544,0.030165183
LAMA2_SV2B,LAMA2_SV2B,LAMININ,0.000129068,0.000138696,0.001838469,0.001814447
LAMA3_SV2B,LAMA3_SV2B,LAMININ,0.000150579,0.000121359,0.000344713,0.001134029
LAMA4_SV2B,LAMA4_SV2B,LAMININ,2.15E-05,0,0.000229809,0.000226806
LAMA5_SV2B,LAMA5_SV2B,LAMININ,0,3.47E-05,0,0
LAMB1_SV2B,LAMB1_SV2B,LAMININ,2.15E-05,5.20E-05,0.00080433,0.000680418
LAMB2_SV2B,LAMB2_SV2B,LAMININ,5.38E-05,6.93E-05,0.001493756,0.000680418
LAMB3_SV2B,LAMB3_SV2B,LAMININ,5.38E-05,1.73E-05,0.000459617,0.000226806
LAMC1_SV2B,LAMC1_SV2B,LAMININ,0.000322669,0.000381415,0.002642798,0.000680418
LAMC2_SV2B,LAMC2_SV2B,LAMININ,1.08E-05,0,0.000114904,0
LAMC3_SV2B,LAMC3_SV2B,LAMININ,4.30E-05,6.93E-05,0.001034139,0
LAMA1_SV2C,LAMA1_SV2C,LAMININ,0.005858237,0.014357539,0.062672307,0.024189062
LAMA2_SV2C,LAMA2_SV2C,LAMININ,0.000408714,0.000336834,0.002208716,0.001454981
LAMA3_SV2C,LAMA3_SV2C,LAMININ,0.000476833,0.00029473,0.000414134,0.000909363
LAMA4_SV2C,LAMA4_SV2C,LAMININ,6.81E-05,0,0.000276089,0.000181873
LAMA5_SV2C,LAMA5_SV2C,LAMININ,0,8.42E-05,0,0
LAMB1_SV2C,LAMB1_SV2C,LAMININ,6.81E-05,0.000126313,0.000966313,0.000545618
LAMB2_SV2C,LAMB2_SV2C,LAMININ,0.000170298,0.000168417,0.001794581,0.000545618
LAMB3_SV2C,LAMB3_SV2C,LAMININ,0.000170298,4.21E-05,0.000552179,0.000181873
LAMC1_SV2C,LAMC1_SV2C,LAMININ,0.001021786,0.000926293,0.003175029,0.000545618
LAMC2_SV2C,LAMC2_SV2C,LAMININ,3.41E-05,0,0.000138045,0
LAMC3_SV2C,LAMC3_SV2C,LAMININ,0.000136238,0.000168417,0.001242403,0
THBS1_CD36,THBS1_CD36,THBS,0.000217802,0.000574599,0.000561754,0.000449332
THBS2_CD36,THBS2_CD36,THBS,0,0,0,0
THBS3_CD36,THBS3_CD36,THBS,4.84E-05,0.000215475,0.000102137,7.49E-05
THBS4_CD36,THBS4_CD36,THBS,0,0,5.11E-05,0
COMP_CD36,COMP_CD36,THBS,7.26E-05,0.000430949,0.00035748,7.49E-05
COL1A1_GP6,COL1A1_GP6,COLLAGEN,8.96E-06,0,4.79E-05,0
COL1A2_GP6,COL1A2_GP6,COLLAGEN,0,7.43E-06,8.62E-05,0
COL2A1_GP6,COL2A1_GP6,COLLAGEN,0,7.43E-06,2.87E-05,0
COL4A1_GP6,COL4A1_GP6,COLLAGEN,1.79E-05,0,9.58E-05,0.000115543
COL4A2_GP6,COL4A2_GP6,COLLAGEN,1.79E-05,3.72E-05,5.75E-05,0.000115543
COL4A3_GP6,COL4A3_GP6,COLLAGEN,0.000161335,0.000884189,0.000976686,0.000577713
COL4A4_GP6,COL4A4_GP6,COLLAGEN,0.000403336,0.001389439,0.001895921,0.001675368
COL4A5_GP6,COL4A5_GP6,COLLAGEN,5.38E-05,0.000118883,0.000191507,0.000346628
COL4A6_GP6,COL4A6_GP6,COLLAGEN,6.27E-05,0.000222905,0.000114904,0.000115543
COL6A1_GP6,COL6A1_GP6,COLLAGEN,8.96E-06,0,9.58E-06,0
COL6A2_GP6,COL6A2_GP6,COLLAGEN,0,7.43E-06,1.92E-05,0
COL6A3_GP6,COL6A3_GP6,COLLAGEN,3.59E-05,0,9.58E-06,0
COL6A4_GP6,COL6A4_GP6,COLLAGEN,1.79E-05,0,3.83E-05,0
COL6A5_GP6,COL6A5_GP6,COLLAGEN,8.96E-06,0,2.87E-05,0.000231085
COL6A6_GP6,COL6A6_GP6,COLLAGEN,3.59E-05,7.43E-06,4.79E-05,0.000231085
COL9A1_GP6,COL9A1_GP6,COLLAGEN,0,7.43E-06,9.58E-06,0
COL9A2_GP6,COL9A2_GP6,COLLAGEN,0,0,0,0
COL9A3_GP6,COL9A3_GP6,COLLAGEN,0.000107556,2.23E-05,3.83E-05,0.000173314
THBS1_CD47,THBS1_CD47,THBS,0.001339077,0.000802457,0.000816299,0.002837213
THBS2_CD47,THBS2_CD47,THBS,0,0,0,0
THBS3_CD47,THBS3_CD47,THBS,0.000297573,0.000300921,0.000148418,0.000472869
THBS4_CD47,THBS4_CD47,THBS,0,0,7.42E-05,0
COMP_CD47,COMP_CD47,THBS,0.000446359,0.000601843,0.000519463,0.000472869
AGRN_DAG1,AGRN_DAG1,AGRN,0.006758125,0.001228453,0.001768249,0.004236563
HSPG2_DAG1,HSPG2_DAG1,HSPG,0.002599279,0.001228453,0.001768249,0.000706094
LAMA1_DAG1,LAMA1_DAG1,LAMININ,0.044707599,0.10472558,0.200696288,0.093910476
LAMA2_DAG1,LAMA2_DAG1,LAMININ,0.003119135,0.002456905,0.007072997,0.00564875
LAMA3_DAG1,LAMA3_DAG1,LAMININ,0.003638991,0.002149792,0.001326187,0.003530469
LAMA4_DAG1,LAMA4_DAG1,LAMININ,0.000519856,0,0.000884125,0.000706094
LAMA5_DAG1,LAMA5_DAG1,LAMININ,0,0.000614226,0,0
LAMB1_DAG1,LAMB1_DAG1,LAMININ,0.000519856,0.000921339,0.003094436,0.002118281
LAMB2_DAG1,LAMB2_DAG1,LAMININ,0.00129964,0.001228453,0.00574681,0.002118281
LAMB3_DAG1,LAMB3_DAG1,LAMININ,0.00129964,0.000307113,0.001768249,0.000706094
LAMC1_DAG1,LAMC1_DAG1,LAMININ,0.007797837,0.006756489,0.010167433,0.002118281
LAMC2_DAG1,LAMC2_DAG1,LAMININ,0.000259928,0,0.000442062,0
LAMC3_DAG1,LAMC3_DAG1,LAMININ,0.001039712,0.001228453,0.003978561,0
ADGRE5_CD55B,ADGRE5_CD55B,ADGRE5,0.013181034,0.006360214,0.00511723,0.004688035
ALCAM_CD6,ALCAM_CD6,ALCAM,0,3.34E-05,5.19E-05,0
APP_CD74,APP_CD74,APP,0.003252684,0.005513176,0.004624897,0.002618966
BST2_PIRA2,BST2_PIRA2,BST2,0,0.000133743,0.000324764,0.000119822
CADM1_CADM1,CADM1_CADM1,CADM,1.833875597,1.681481573,2.874062513,3.775412958
CADM3_CADM3,CADM3_CADM3,CADM,0,0,0,0
CD200_CD200R1,CD200_CD200R1,CD200,0,6.19E-06,5.75E-05,0
CD200_CD200R2,CD200_CD200R2,CD200,4.66E-05,1.86E-05,0.000675063,0
CD200_CD200R3,CD200_CD200R3,CD200,2.15E-05,6.19E-06,0.00056734,0
CD200_CD200R4,CD200_CD200R4,CD200,0,0,2.87E-05,0
CD22_PTPRC,CD22_PTPRC,CD22,0,0,0,0
CD226_NECTIN2,CD226_NECTIN2,CD226,0,0.003949128,0,0.00032951
CD226_PVR,CD226_PVR,CD226,0,7.43E-05,0,3.21E-05
FCER2A_ITGAM_ITGB2,FCER2A_ITGAM_ITGB2,CD23,0,0,0,0
FCER2A_ITGAX_ITGB2,FCER2A_ITGAX_ITGB2,CD23,0,0,0,0
FCER2A_ITGAV_ITGB3,FCER2A_ITGAV_ITGB3,CD23,0,0,0,0
FCER2A_CR2,FCER2A_CR2,CD23,0,0,0,0
CD34_SELP,CD34_SELP,CD34,0,0,4.47E-05,0
ENTPD1_ADORA1,ENTPD1_ADORA1,CD39,0.000573634,0,0.000758049,0.000614088
ENTPD1_ADORA2A,ENTPD1_ADORA2A,CD39,6.27E-05,0,4.55E-05,5.99E-05
ENTPD1_ADORA2B,ENTPD1_ADORA2B,CD39,0.00088734,0,0.001258361,0.000539199
ENTPD1_TMIGD3,ENTPD1_TMIGD3,CD39,0.022461356,0,0.008384023,0.020264892
CD40LG_CD40,CD40LG_CD40,CD40,0,0,0,0
PTPRC_CD22,PTPRC_CD22,CD45,0,4.95E-06,0,1.07E-05
PTPRC_MRC1,PTPRC_MRC1,CD45,0.000347766,0.000265009,0,0.000412958
CD46_JAG1,CD46_JAG1,CD46,0.01333699,0.010766297,0.00428976,0.001754536
CD48_CD244A,CD48_CD244A,CD48,0,0,2.23E-05,2.57E-05
CD52_SIGLECG,CD52_SIGLECG,CD52,0,0,0,2.14E-06
CD6_ALCAM,CD6_ALCAM,CD6,0,0,0,0
CD80_CD274,CD80_CD274,CD80,0,2.35E-05,2.07E-05,0.000115543
CD80_CD28,CD80_CD28,CD80,0,8.67E-06,1.60E-06,2.57E-05
CD80_CTLA4,CD80_CTLA4,CD80,0,4.21E-05,0.000197891,0.000522081
CD86_CD28,CD86_CD28,CD86,1.25E-05,0,3.19E-06,1.28E-05
CD86_CTLA4,CD86_CTLA4,CD86,2.15E-05,0,0.000395781,0.000261041
CD96_NECTIN1,CD96_NECTIN1,CD96,0.000472352,0.002615415,0.000916042,0.00032951
CD96_PVR,CD96_PVR,CD96,2.87E-05,7.43E-05,8.62E-05,6.42E-05
CDH15_CDH15,CDH15_CDH15,CDH,0,0,0,0
CDH4_CDH4,CDH4_CDH4,CDH,0.00034418,0.007584951,0.003060922,0.000742468
CDH2_CDH2,CDH2_CDH2,CDH,0.276871615,0.249077422,0.098350884,0.066257275
CDH1_CDH1,CDH1_CDH1,CDH,2.15E-05,0,0,7.49E-05
CDH1_ITGA1_ITGB1,CDH1_ITGA1_ITGB1,CDH1,0.000403336,0,0,0.000958576
CDH1_ITGAE_ITGB7,CDH1_ITGAE_ITGB7,CDH1,2.96E-05,0,0,1.71E-05
CDH1_KLRG1,CDH1_KLRG1,CDH1,1.08E-05,0,0,1.71E-05
CDH5_CDH5,CDH5_CDH5,CDH5,0.00017209,0,1.36E-05,0.000567015
CD209A_CEACAM1,CD209A_CEACAM1,CEACAM,0,0,0,0
SELE_CEACAM1,SELE_CEACAM1,CEACAM,0,0,0.000113308,0
CLDN11_CLDN11,CLDN11_CLDN11,CLDN,0.016149589,0.01115638,0.013775747,0.002995549
CLEC2D_KLRB1B,CLEC2D_KLRB1B,CLEC,7.89E-05,9.29E-05,0.000134055,0.000102705
CLEC2G_KLRB1,CLEC2G_KLRB1,CLEC,0,0,0.000115702,0
CLEC2I_KLRB1,CLEC2I_KLRB1,CLEC,0.000486693,0.000168417,0,0
NFASC_CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,CNTN,1.61E-05,0.000118883,3.35E-05,0
CNTN2_CNTN2_CNTNAP2,CNTN2_CNTN2_CNTNAP2,CNTN,4.12E-05,5.45E-05,0,0
CNTN2_L1CAM,CNTN2_L1CAM,CNTN,1.79E-06,6.19E-06,0,0
CNTN2_CNTN2,CNTN2_CNTN2,CNTN,4.12E-05,5.45E-05,0,0
CNTN1_NRCAM,CNTN1_NRCAM,CNTN,0.000564671,0.000307113,0.00015161,0
CSPG4_ITGA2_ITGB1,CSPG4_ITGA2_ITGB1,CSPG4,0.000201668,0.000329404,0.000966313,0.000338069
DSC1_DSG1C,DSC1_DSG1C,DESMOSOME,0,0,0,0
DSC1_DSG2,DSC1_DSG2,DESMOSOME,0,0,0,0
DSC2_DSG1C,DSC2_DSG1C,DESMOSOME,0,0,0,0
DSC2_DSG2,DSC2_DSG2,DESMOSOME,0,0,0,0
DSG1C_DSC3,DSG1C_DSC3,DESMOSOME,2.69E-06,0,0,0
DSG2_DSC3,DSG2_DSC3,DESMOSOME,0,0,4.79E-06,0
EPGN_EGFR,EPGN_EGFR,EPGN,0,0,0,0
EFNA1_EPHA1,EFNA1_EPHA1,EPHA,0,2.48E-06,0,0
EFNA1_EPHA2,EFNA1_EPHA2,EPHA,0,5.20E-05,0,0
EFNA1_EPHA3,EFNA1_EPHA3,EPHA,0,6.69E-05,0,0
EFNA1_EPHA4,EFNA1_EPHA4,EPHA,0,2.97E-05,0,0
EFNA1_EPHA5,EFNA1_EPHA5,EPHA,0,3.72E-05,0,0
EFNA1_EPHA7,EFNA1_EPHA7,EPHA,0,0.000499059,0,0
EFNA1_EPHA8,EFNA1_EPHA8,EPHA,0,8.67E-06,0,0
EFNA2_EPHA1,EFNA2_EPHA1,EPHA,0,0,0,0
EFNA2_EPHA2,EFNA2_EPHA2,EPHA,0,0,0,0
EFNA2_EPHA3,EFNA2_EPHA3,EPHA,0,0,0,0
EFNA2_EPHA4,EFNA2_EPHA4,EPHA,0,0,0,0
EFNA2_EPHA5,EFNA2_EPHA5,EPHA,0,0,0,0
EFNA2_EPHA7,EFNA2_EPHA7,EPHA,0,0,0,0
EFNA2_EPHA8,EFNA2_EPHA8,EPHA,0,0,0,0
EFNA3_EPHA1,EFNA3_EPHA1,EPHA,0,2.48E-06,0,0
EFNA3_EPHA2,EFNA3_EPHA2,EPHA,0,5.20E-05,0,0
EFNA3_EPHA3,EFNA3_EPHA3,EPHA,0,6.69E-05,0,0
EFNA3_EPHA4,EFNA3_EPHA4,EPHA,0,2.97E-05,0,0
EFNA3_EPHA5,EFNA3_EPHA5,EPHA,0,3.72E-05,0,0
EFNA3_EPHA7,EFNA3_EPHA7,EPHA,0,0.000499059,0,0
EFNA3_EPHA8,EFNA3_EPHA8,EPHA,0,8.67E-06,0,0
EFNA4_EPHA1,EFNA4_EPHA1,EPHA,0,0,0,0
EFNA4_EPHA2,EFNA4_EPHA2,EPHA,0,0,0,0
EFNA4_EPHA3,EFNA4_EPHA3,EPHA,0,0,0,0
EFNA4_EPHA4,EFNA4_EPHA4,EPHA,0,0,0,0
EFNA4_EPHA5,EFNA4_EPHA5,EPHA,0,0,0,0
EFNA4_EPHA7,EFNA4_EPHA7,EPHA,0,0,0,0
EFNA4_EPHA8,EFNA4_EPHA8,EPHA,0,0,0,0
EFNA5_EPHA1,EFNA5_EPHA1,EPHA,5.83E-05,8.42E-05,0.000494727,7.70E-05
EFNA5_EPHA2,EFNA5_EPHA2,EPHA,9.32E-05,0.001768377,0.002176798,0.000789541
EFNA5_EPHA3,EFNA5_EPHA3,EPHA,0.001538056,0.002273628,0.004650432,0.006065988
EFNA5_EPHA4,EFNA5_EPHA4,EPHA,0.000139823,0.001010501,0.001038926,1.93E-05
EFNA5_EPHA5,EFNA5_EPHA5,EPHA,0.000233039,0.001263127,0.00128629,0.000423656
EFNA5_EPHA7,EFNA5_EPHA7,EPHA,0.000978763,0.016968001,0.018700672,0.000943598
EFNA5_EPHA8,EFNA5_EPHA8,EPHA,0.000186431,0.00029473,0.001137872,0.000442913
EFNA5_EPHB2,EFNA5_EPHB2,EPHA,0.004532605,0.077977016,0.040023396,0.001636854
EFNB1_EPHA4,EFNB1_EPHA4,EPHB,7.53E-05,5.94E-05,3.35E-05,2.14E-06
EFNB1_EPHB1,EFNB1_EPHB1,EPHB,0.004649124,0.001139291,0.000398973,0.000492126
EFNB1_EPHB2,EFNB1_EPHB2,EPHB,0.002440633,0.004586883,0.001291077,0.000181873
EFNB1_EPHB3,EFNB1_EPHB3,EPHB,0.000363899,0.003108282,0.000754857,0.000128381
EFNB1_EPHB4,EFNB1_EPHB4,EPHB,0.000125482,8.92E-05,0.000306411,0.000231085
EFNB2_EPHA4,EFNB2_EPHA4,EPHB,0.000107556,0.000534971,0.000134055,4.28E-06
EFNB2_EPHB1,EFNB2_EPHB1,EPHB,0.006641606,0.010253616,0.001595893,0.000984252
EFNB2_EPHB2,EFNB2_EPHB2,EPHB,0.003486619,0.04128195,0.005164309,0.000363745
EFNB2_EPHB3,EFNB2_EPHB3,EPHB,0.000519856,0.027974539,0.003019429,0.000256761
EFNB2_EPHB4,EFNB2_EPHB4,EPHB,0.000179261,0.000802457,0.001225646,0.00046217
EFNB3_EPHA4,EFNB3_EPHA4,EPHB,0,2.97E-05,0,0
EFNB3_EPHB1,EFNB3_EPHB1,EPHB,0,0.000569645,0,0
EFNB3_EPHB2,EFNB3_EPHB2,EPHB,0,0.002293442,0,0
EFNB3_EPHB3,EFNB3_EPHB3,EPHB,0,0.001554141,0,0
EFNB3_EPHB4,EFNB3_EPHB4,EPHB,0,4.46E-05,0,0
EFNB3_EPHB6,EFNB3_EPHB6,EPHB,0,1.11E-05,0,0
ESAM_ESAM,ESAM_ESAM,ESAM,0,0,6.38E-06,0
GP1BA_ITGAM_ITGB2,GP1BA_ITGAM_ITGB2,GP1BA,0,0,0,0
ICAM1_ITGAX_ITGB2,ICAM1_ITGAX_ITGB2,ICAM,6.27E-06,0,2.39E-06,0
ICAM1_ITGAL_ITGB2,ICAM1_ITGAL_ITGB2,ICAM,8.07E-06,0,2.39E-06,0
ICAM2_ITGAL_ITGB2,ICAM2_ITGAL_ITGB2,ICAM,0,0,0,0
ICAM1_ITGAM_ITGB2,ICAM1_ITGAM_ITGB2,ICAM,3.59E-06,0,2.39E-06,0
ICAM2_ITGAM_ITGB2,ICAM2_ITGAM_ITGB2,ICAM,0,0,0,0
ICAM1_ITGAL_ITGB2L,ICAM1_ITGAL_ITGB2L,ICAM,1.79E-06,0,4.79E-06,0
ICAM2_ITGAL_ITGB2L,ICAM2_ITGAL_ITGB2L,ICAM,0,0,0,0
ICAM1_ITGAM_ITGB2L,ICAM1_ITGAM_ITGB2L,ICAM,1.79E-06,0,4.79E-06,0
ICAM2_ITGAM_ITGB2L,ICAM2_ITGAM_ITGB2L,ICAM,0,0,0,0
ICAM1_ITGAL,ICAM1_ITGAL,ICAM,4.39E-05,0,3.75E-05,0
ICAM1_SPN,ICAM1_SPN,ICAM,0,0,3.99E-06,0
ICAM5_CD209A,ICAM5_CD209A,ICAM,0,7.43E-06,0,0
ICAM5_CD209F,ICAM5_CD209F,ICAM,0,0,0,0
ICOSL_ICOS,ICOSL_ICOS,ICOS,0,0,0,0
ICOSL_CD28,ICOSL_CD28,ICOS,0,0,0,0
ICOSL_CTLA4,ICOSL_CTLA4,ICOS,0,0,0,0
ITGB2_CD226,ITGB2_CD226,ITGAL-ITGB2,3.59E-06,2.48E-06,0,0
ITGB2_ICAM1,ITGB2_ICAM1,ITGAL-ITGB2,1.97E-05,1.49E-05,0,0
ITGB2_ICAM2,ITGB2_ICAM2,ITGAL-ITGB2,0,3.72E-06,0,0
ITGB2L_CD226,ITGB2L_CD226,ITGAL-ITGB2,0,0,0,0
ITGB2L_ICAM1,ITGB2L_ICAM1,ITGAL-ITGB2,0,0,0,0
ITGB2L_ICAM2,ITGB2L_ICAM2,ITGAL-ITGB2,0,0,0,0
JAM2_ITGA3_ITGB1,JAM2_ITGA3_ITGB1,JAM,0.000219594,0.001196255,0.002831912,0.00059911
JAM2_ITGAV_ITGB1,JAM2_ITGAV_ITGB1,JAM,0.003601346,0.001595007,0.001929434,0.001882917
JAM3_ITGAM_ITGB2,JAM3_ITGAM_ITGB2,JAM,0.000182846,0.000190707,0.000193901,2.57E-05
JAM3_ITGAM_ITGB2L,JAM3_ITGAM_ITGB2L,JAM,9.14E-05,0.000953537,0.000387802,0
JAM2_JAM3,JAM2_JAM3,JAM,0.016162138,0.012873985,0.040487003,0.036203355
F11R_F11R,F11R_F11R,JAM,0.007514605,0.005999851,0.007928395,0.002293735
F11R_JAM2,F11R_JAM2,JAM,0.013709852,0.01849366,0.01816924,0.005066758
F11R_JAM3,F11R_JAM3,JAM,0.021109731,0.031905092,0.071630851,0.028962684
JAM2_F11R,JAM2_F11R,JAM,0.00575337,0.002420993,0.004481267,0.002867169
JAM2_JAM2,JAM2_JAM2,JAM,0.010496606,0.007462354,0.01026957,0.006333447
JAM3_F11R,JAM3_F11R,JAM,0.005988201,0.008105062,0.009307247,0.000860151
JAM3_JAM2,JAM3_JAM2,JAM,0.010925039,0.024982663,0.021329107,0.001900034
JAM3_JAM3,JAM3_JAM3,JAM,0.016821817,0.043099861,0.08408839,0.010861007
L1CAM_ITGAV_ITGB3,L1CAM_ITGAV_ITGB3,L1CAM,0,0,4.95E-05,0
L1CAM_ITGA4_ITGB7,L1CAM_ITGA4_ITGB7,L1CAM,0,0,1.12E-05,0
L1CAM_L1CAM,L1CAM_L1CAM,L1CAM,0,0,4.79E-06,0
LAIR1_PIRA2,LAIR1_PIRA2,LAIR1,2.96E-05,7.43E-06,0.000206668,0.000239644
MADCAM1_ITGA4_ITGB7,MADCAM1_ITGA4_ITGB7,MADCAM,0,0,0,0
MAG_MAG,MAG_MAG,MAG,0.00034418,0,0,0.000145498
H2-M3_CD8B1,H2-M3_CD8B1,MHC-I,0.000810258,0,0.000910457,0
H2-Q10_CD8B1,H2-Q10_CD8B1,MHC-I,0,0,0,0
H2-Q2_CD8B1,H2-Q2_CD8B1,MHC-I,0,0,0,0
H2-Q7_CD8B1,H2-Q7_CD8B1,MHC-I,0,0,0.000910457,0
H2-T22_CD8B1,H2-T22_CD8B1,MHC-I,0.001620516,0,0.000910457,0
H2-T23_CD8B1,H2-T23_CD8B1,MHC-I,0,0.007316227,0,0
H2-T24_CD8B1,H2-T24_CD8B1,MHC-I,0.001620516,0.014632455,0.009104568,0.000898665
H2-T3_CD8B1,H2-T3_CD8B1,MHC-I,0,0,0,0
H2-M10.4_CD8B1,H2-M10.4_CD8B1,MHC-I,0,0,0,0
H2-M10.2_CD8B1,H2-M10.2_CD8B1,MHC-I,0,0,0,0
H2-Q6_CD8B1,H2-Q6_CD8B1,MHC-I,0,0,0.000910457,0
H2-M10.3_CD8B1,H2-M10.3_CD8B1,MHC-I,0,0,0,0
H2-D1_CD8B1,H2-D1_CD8B1,MHC-I,0.00405129,0.018290569,0.008194112,0.000718932
H2-K1_CD8B1,H2-K1_CD8B1,MHC-I,0.013369257,0.076820388,0.015477766,0.000718932
H2-Q4_CD8B1,H2-Q4_CD8B1,MHC-I,0.002025645,0.010974341,0.000910457,0
H2-M5_CD8B1,H2-M5_CD8B1,MHC-I,0,0,0.000910457,0.000539199
H2-D1_KIR3DL1,H2-D1_KIR3DL1,MHC-I,1.79E-05,1.86E-05,4.31E-05,2.57E-05
H2-K1_KIR3DL1,H2-K1_KIR3DL1,MHC-I,5.92E-05,7.80E-05,8.14E-05,2.57E-05
H2-Q10_KIR3DL1,H2-Q10_KIR3DL1,MHC-I,0,0,0,0
H2-Q2_KIR3DL1,H2-Q2_KIR3DL1,MHC-I,0,0,0,0
H2-Q4_KIR3DL1,H2-Q4_KIR3DL1,MHC-I,8.96E-06,1.11E-05,4.79E-06,0
H2-Q6_KIR3DL1,H2-Q6_KIR3DL1,MHC-I,0,0,4.79E-06,0
H2-Q7_KIR3DL1,H2-Q7_KIR3DL1,MHC-I,0,0,4.79E-06,0
