,lr_pair,pathway,X_DARK_score,X_PALE_score,X_PALE2WEAK_score,X_WEAK2STRONG_score
PTN_NCL,PTN_NCL,PTN,0,0,0.000776402,0.006196508
PTN_ALK,PTN_ALK,PTN,0,0,0.000142034,0.010022253
POSTN_ITGAV_ITGB3,POSTN_ITGAV_ITGB3,PERIOSTIN,0,0,9.89E-05,7.49E-05
POSTN_ITGAV_ITGB5,POSTN_ITGAV_ITGB5,PERIOSTIN,0,0,9.89E-05,9.41E-05
AGT_AGTR1A,AGT_AGTR1A,AGT,4.57E-05,0.000160987,0.000219435,2.78E-05
AGT_AGTR1B,AGT_AGTR1B,AGT,0.000524337,0.001664355,0.001308632,0.000119822
GRP_GRPR,GRP_GRPR,GPR,0,0,0,0
NMB_NMBR,NMB_NMBR,GPR,0.000458907,0.001290371,0.000988656,0.000271739
KNG1_BDKRB1,KNG1_BDKRB1,BRADYKININ,0,0,0,0
KNG1_BDKRB2,KNG1_BDKRB2,BRADYKININ,0,0,0,0
KNG2_BDKRB1,KNG2_BDKRB1,BRADYKININ,0,0,0,0
KNG2_BDKRB2,KNG2_BDKRB2,BRADYKININ,0,0,0,0
C3_C3AR1,C3_C3AR1,COMPLEMENT,1.79E-05,0,0,0
C3_CR2,C3_CR2,COMPLEMENT,3.05E-05,0,0,0
C3_ITGAM_ITGB2,C3_ITGAM_ITGB2,COMPLEMENT,7.17E-06,0,0,0
C3_ITGAX_ITGB2,C3_ITGAX_ITGB2,COMPLEMENT,1.25E-05,0,0,0
C4A_C3AR1,C4A_C3AR1,COMPLEMENT,8.96E-06,8.67E-06,2.07E-05,0
C4B_CR2,C4B_CR2,COMPLEMENT,0,2.97E-05,0,0
HC_C5AR1,HC_C5AR1,COMPLEMENT,0,0,0,0
CCK_CCKBR,CCK_CCKBR,CCK,0,0,0,0
EDN1_EDNRA,EDN1_EDNRA,EDN,0.005033638,0.007677828,0.021589238,0.031237162
EDN2_EDNRA,EDN2_EDNRA,EDN,0,0,0,0
EDN3_EDNRA,EDN3_EDNRA,EDN,0,0,0,0
EDN1_EDNRB,EDN1_EDNRB,EDN,1.43E-05,7.43E-05,9.10E-05,0.000111263
EDN2_EDNRB,EDN2_EDNRB,EDN,0,0,0,0
EDN3_EDNRB,EDN3_EDNRB,EDN,0,0,0,0
GAL_GALR1,GAL_GALR1,GALANIN,0,0,6.38E-06,0
GAL_GALR2,GAL_GALR2,GALANIN,0,0,3.19E-06,0
GAL_GALR3,GAL_GALR3,GALANIN,0,0,2.39E-06,0
GALP_GALR1,GALP_GALR1,GALANIN,1.79E-05,0.00017337,3.83E-05,5.14E-05
GALP_GALR2,GALP_GALR2,GALANIN,1.79E-05,3.47E-05,1.92E-05,1.28E-05
GHRL_GHSR,GHRL_GHSR,GHRELIN,0,0,6.94E-05,4.28E-06
POMC_MC1R,POMC_MC1R,MELANOCORTIN,3.23E-05,5.45E-05,4.47E-05,1.28E-05
POMC_MC2R,POMC_MC2R,MELANOCORTIN,5.38E-06,0,6.38E-05,3.85E-05
POMC_MC4R,POMC_MC4R,MELANOCORTIN,0,4.95E-06,6.38E-06,0
POMC_MC5R,POMC_MC5R,MELANOCORTIN,1.61E-05,9.91E-06,0.000159589,2.14E-05
NMU_NMUR1,NMU_NMUR1,NMU,0,0,0.000537816,0.000541339
NMU_NMUR2,NMU_NMUR2,NMU,0,0,6.38E-06,3.21E-05
NMS_NMUR1,NMS_NMUR1,NMU,0,0,0,0
NMS_NMUR2,NMS_NMUR2,NMU,0,0,0,0
NPFF_NPFFR1,NPFF_NPFFR1,NPFF,0.000257239,0.000222905,0.004126979,0.010899521
NPFF_NPFFR2,NPFF_NPFFR2,NPFF,3.76E-05,9.91E-06,7.66E-05,0.000192571
NPY_NPY4R,NPY_NPY4R,NPY,0,0,0,0
NPY_NPY6R,NPY_NPY6R,NPY,0,0,0,0
NPY_GPR83,NPY_GPR83,NPY,0,0,0,0
NPY_PGR15L,NPY_PGR15L,NPY,0,0,0,0
PYY_NPY4R,PYY_NPY4R,NPY,8.07E-06,6.19E-06,0,0
PYY_NPY6R,PYY_NPY6R,NPY,1.79E-05,2.48E-06,0,0
PYY_GPR83,PYY_GPR83,NPY,0,4.95E-06,0,0
PYY_PGR15L,PYY_PGR15L,NPY,0,4.95E-06,0,0
PENK_OPRD1,PENK_OPRD1,OPIOID,0,0.000572122,0.000175548,0
PENK_OPRL1,PENK_OPRL1,OPIOID,0,0.000282346,0.0001556,0
PENK_OPRM1,PENK_OPRM1,OPIOID,0,0.001188825,0.000251353,0
POMC_OPRD1,POMC_OPRD1,OPIOID,0.000618449,0.000381415,0.000280877,0.000106984
POMC_OPRL1,POMC_OPRL1,OPIOID,0.000924985,0.000188231,0.000248959,0.00033165
POMC_OPRM1,POMC_OPRM1,OPIOID,0.000613071,0.00079255,0.000402165,0.000162616
HCRT_HCRTR1,HCRT_HCRTR1,HCRT,0,0,0,0
HCRT_HCRTR2,HCRT_HCRTR2,HCRT,0,0,0,0
CORT_SSTR2,CORT_SSTR2,SOMATOSTATIN,0,0,0,0
CORT_SSTR3,CORT_SSTR3,SOMATOSTATIN,0,0,0,0
TAC1_TACR1,TAC1_TACR1,TAC,6.27E-05,0,6.94E-05,0
TAC4_TACR1,TAC4_TACR1,TAC,1.25E-05,3.22E-05,6.94E-05,0
TAC1_TACR2,TAC1_TACR2,TAC,1.34E-05,0,4.79E-06,0
TAC2_TACR3,TAC2_TACR3,TAC,0,0,0,0
AVP_AVPR1A,AVP_AVPR1A,AVP,0,0,0,0
TRY5_F2R,TRY5_F2R,PARs,0,0,1.20E-05,0
F2_F2R,F2_F2R,PARs,3.59E-06,0,1.20E-05,1.07E-05
GZMA_F2R,GZMA_F2R,PARs,0,0,0,0
PRSS2_F2R,PRSS2_F2R,PARs,0,0,0,0
TRY10_F2R,TRY10_F2R,PARs,0,0,0,0
TRY5_F2RL2,TRY5_F2RL2,PARs,0,0,2.31E-05,0
F2_F2RL2,F2_F2RL2,PARs,0.000277854,0,2.31E-05,0.000243923
GZMA_F2RL2,GZMA_F2RL2,PARs,0,0,0,0
PRSS2_F2RL2,PRSS2_F2RL2,PARs,0,0,0,0
TRY10_F2RL2,TRY10_F2RL2,PARs,0,0,0,0
TRY5_F2RL3,TRY5_F2RL3,PARs,0,0,1.60E-06,0
F2_F2RL3,F2_F2RL3,PARs,0,0,1.60E-06,0
GZMA_F2RL3,GZMA_F2RL3,PARs,0,0,0,0
PLG_F2RL3,PLG_F2RL3,PARs,0,0,0,0
PRSS2_F2RL3,PRSS2_F2RL3,PARs,0,0,0,0
TRY10_F2RL3,TRY10_F2RL3,PARs,0,0,0,0
TRY5_PARD3,TRY5_PARD3,PARs,0,0,0.000239384,0
F2_PARD3,F2_PARD3,PARs,0.000324462,0,0.000239384,0.000748887
GZMA_PARD3,GZMA_PARD3,PARs,0,0,0,0
PLG_PARD3,PLG_PARD3,PARs,0,0.000162225,0,0
PRSS2_PARD3,PRSS2_PARD3,PARs,0,0,0,0
TRY10_PARD3,TRY10_PARD3,PARs,0,0,0,0
PMCH_MCHR1,PMCH_MCHR1,PMCH,0,0,0,0
PROK2_PROKR1,PROK2_PROKR1,PROK,6.27E-05,0.000148603,2.87E-05,0
PROK2_PROKR2,PROK2_PROKR2,PROK,2.15E-05,0.000148603,0.000108521,0
VIP_VIPR1,VIP_VIPR1,VIP,0,0,0,0
VIP_VIPR2,VIP_VIPR2,VIP,0,0,0,0
NPPA_NPR1,NPPA_NPR1,NPR1,0,0,0,0.000258901
NPPB_NPR1,NPPB_NPR1,NPR1,0,0,0,0
NPPC_NPR2,NPPC_NPR2,NPR2,2.33E-05,0,0,0
KITL_KIT,KITL_KIT,KIT,0.041108046,0.05046067,0.066251096,0.07579596
GIP_GIPR,GIP_GIPR,GIPR,0.010282389,0,0,0.001583362
CGA_FSHR,CGA_FSHR,FSH,0,0,0,0
LHB_LHCGR,LHB_LHCGR,LHB,0,0,0,0
CGA_LHCGR,CGA_LHCGR,LHB,0,0,0,0
TSHB_TSHR,TSHB_TSHR,TSH,0,0,0.000412538,0
CGA_TSHR,CGA_TSHR,TSH,0,0,0,0
BDNF_NTRK2,BDNF_NTRK2,NT,0,0,0,0.000288857
NGF_NTRK1,NGF_NTRK1,NT,5.38E-06,0,0,0
FLT3L_FLT3,FLT3L_FLT3,FLT3,9.86E-06,5.08E-05,0,0
HGF_MET,HGF_MET,HGF,0,0,4.31E-05,0
NTF3_NTRK1,NTF3_NTRK1,NT,5.38E-06,0,1.92E-05,0
NTF3_NTRK2,NTF3_NTRK2,NT,0.000241106,0,0.000165973,0
NTF3_NTRK3,NTF3_NTRK3,NT,0.000644442,0,0.000349501,0
NTF5_NTRK2,NTF5_NTRK2,NT,0,0,0,0
SEMA3A_NRP1_PLXNA1,SEMA3A_NRP1_PLXNA1,SEMA3,0,0,0.000107723,0
SEMA3A_NRP1_PLXNA2,SEMA3A_NRP1_PLXNA2,SEMA3,0,0,0.000107723,0
SEMA3A_NRP1_PLXNA3,SEMA3A_NRP1_PLXNA3,SEMA3,0,0,5.03E-05,0
SEMA3A_NRP1_PLXNA4,SEMA3A_NRP1_PLXNA4,SEMA3,0,0,0.000107723,0
SEMA3B_NRP1_PLXNA1,SEMA3B_NRP1_PLXNA1,SEMA3,0,0,0,0
SEMA3B_NRP1_PLXNA2,SEMA3B_NRP1_PLXNA2,SEMA3,0,0,0,0
SEMA3B_NRP1_PLXNA3,SEMA3B_NRP1_PLXNA3,SEMA3,0,0,0,0
SEMA3B_NRP1_PLXNA4,SEMA3B_NRP1_PLXNA4,SEMA3,0,0,0,0
SEMA3C_NRP1_PLXNA1,SEMA3C_NRP1_PLXNA1,SEMA3,0.005276536,0.003566475,0.004560264,0.009468076
SEMA3C_NRP1_PLXNA2,SEMA3C_NRP1_PLXNA2,SEMA3,0.005276536,0.003566475,0.004560264,0.009468076
SEMA3C_NRP1_PLXNA3,SEMA3C_NRP1_PLXNA3,SEMA3,0.002547293,0.000713295,0.002128123,0.000962855
SEMA3C_NRP1_PLXNA4,SEMA3C_NRP1_PLXNA4,SEMA3,0.005276536,0.003566475,0.004560264,0.009468076
SEMA3D_NRP1_PLXNA1,SEMA3D_NRP1_PLXNA1,SEMA3,0,0,3.59E-05,0
SEMA3D_NRP1_PLXNA2,SEMA3D_NRP1_PLXNA2,SEMA3,0,0,3.59E-05,0
SEMA3D_NRP1_PLXNA3,SEMA3D_NRP1_PLXNA3,SEMA3,0,0,1.68E-05,0
SEMA3D_NRP1_PLXNA4,SEMA3D_NRP1_PLXNA4,SEMA3,0,0,3.59E-05,0
SEMA3B_NRP2_PLXNA1,SEMA3B_NRP2_PLXNA1,SEMA3,0,0,0,0
SEMA3B_NRP2_PLXNA2,SEMA3B_NRP2_PLXNA2,SEMA3,0,0,0,0
SEMA3B_NRP2_PLXNA3,SEMA3B_NRP2_PLXNA3,SEMA3,0,0,0,0
SEMA3B_NRP2_PLXNA4,SEMA3B_NRP2_PLXNA4,SEMA3,0,0,0,0
SEMA3C_NRP2_PLXNA1,SEMA3C_NRP2_PLXNA1,SEMA3,0.008369678,0.008292055,0.019457125,0.011875214
SEMA3C_NRP2_PLXNA2,SEMA3C_NRP2_PLXNA2,SEMA3,0.008369678,0.008292055,0.022699979,0.019899007
SEMA3C_NRP2_PLXNA3,SEMA3C_NRP2_PLXNA3,SEMA3,0.002547293,0.000713295,0.002128123,0.000962855
SEMA3C_NRP2_PLXNA4,SEMA3C_NRP2_PLXNA4,SEMA3,0.008369678,0.008292055,0.02138257,0.019899007
SEMA3D_NRP2_PLXNA1,SEMA3D_NRP2_PLXNA1,SEMA3,0,0,0.000153206,0
SEMA3D_NRP2_PLXNA2,SEMA3D_NRP2_PLXNA2,SEMA3,0,0,0.00017874,0
SEMA3D_NRP2_PLXNA3,SEMA3D_NRP2_PLXNA3,SEMA3,0,0,1.68E-05,0
SEMA3D_NRP2_PLXNA4,SEMA3D_NRP2_PLXNA4,SEMA3,0,0,0.000168367,0
SEMA3F_NRP2_PLXNA1,SEMA3F_NRP2_PLXNA1,SEMA3,0,0,0,0
SEMA3F_NRP2_PLXNA2,SEMA3F_NRP2_PLXNA2,SEMA3,0,0,0,0
SEMA3F_NRP2_PLXNA3,SEMA3F_NRP2_PLXNA3,SEMA3,0,0,0,0
SEMA3F_NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,SEMA3,0,0,0,0
SEMA3G_NRP2_PLXNA1,SEMA3G_NRP2_PLXNA1,SEMA3,0,0,0,0
SEMA3G_NRP2_PLXNA2,SEMA3G_NRP2_PLXNA2,SEMA3,0,0,0,0
SEMA3G_NRP2_PLXNA3,SEMA3G_NRP2_PLXNA3,SEMA3,0,0,0,0
SEMA3G_NRP2_PLXNA4,SEMA3G_NRP2_PLXNA4,SEMA3,0,0,0,0
SEMA3C_NRP1_NRP2,SEMA3C_NRP1_NRP2,SEMA3,0.005276536,0.003566475,0.004560264,0.009468076
SEMA3C_PLXND1,SEMA3C_PLXND1,SEMA3,0.005276536,0.001604914,0.002634819,0.003690945
SEMA3E_PLXND1,SEMA3E_PLXND1,SEMA3,2.60E-05,0,4.15E-05,9.84E-05
ADM_CALCR,ADM_CALCR,CALCR,1.25E-05,0,0,0
ADM_CALCRL,ADM_CALCRL,CALCR,5.20E-05,0,0,0
AGT_MAS1,AGT_MAS1,AGT,0.000204357,0.000284823,0.005074939,0.003245892
ANXA1_FPR1,ANXA1_FPR1,ANNEXIN,7.17E-06,2.48E-06,2.39E-06,4.28E-06
CALCA_CALCR,CALCA_CALCR,CALCR,0,0,0,0
CALCA_CALCRL,CALCA_CALCRL,CALCR,0,0,0,0
ENHO_GPR19,ENHO_GPR19,ENHO,0.001003859,0.001029077,0,0
GAS6_AXL,GAS6_AXL,GAS,0.000155957,0.007147811,0.013976031,0.003337898
GAS6_MERTK,GAS6_MERTK,GAS,0.000145201,0.004856846,0.007123268,0.002773023
GAS6_TYRO3,GAS6_TYRO3,GAS,0.000279647,0.005040123,0.006311756,0.002464909
GHRH_VIPR1,GHRH_VIPR1,GHRH,0,0,4.23E-05,0
GHRH_VIPR2,GHRH_VIPR2,GHRH,0,0,1.52E-05,0
GHRH_GHSR,GHRH_GHSR,GHRH,0,0,2.39E-06,0
GNRH1_GNRHR,GNRH1_GNRHR,GNRH,1.88E-05,0,0,0.000186152
GRN_SORT1,GRN_SORT1,GRN,0.001008341,0.001941748,0.00329871,0.009885313
GUCA2A_GUCY2C,GUCA2A_GUCY2C,GUCA,0,4.21E-05,0,0
IAPP_CALCR,IAPP_CALCR,CALCR,1.88E-05,0,0,5.78E-05
IAPP_CALCRL,IAPP_CALCRL,CALCR,7.80E-05,0,0,0.000256761
INSL3_RXFP2,INSL3_RXFP2,RLN,0.000724213,0.000277393,0.004078304,0.000644043
INSL3_RXFP1,INSL3_RXFP1,RLN,0.000100386,0.000111452,0.001379649,4.92E-05
INSL5_RXFP2,INSL5_RXFP2,RLN,0,0,0,0.000644043
INSL5_RXFP1,INSL5_RXFP1,RLN,0,0,0,4.92E-05
LGALS9_IGHM,LGALS9_IGHM,GALECTIN,0,0,9.58E-06,0
NPS_NPSR1,NPS_NPSR1,NPS,6.27E-06,1.98E-05,2.15E-05,0
NPVF_NPFFR1,NPVF_NPFFR1,NPVF,0,0,0,0
NPVF_NPFFR2,NPVF_NPFFR2,NPVF,0,0,0,0
OSTN_NPR3,OSTN_NPR3,OSTN,0,0,0,0
PMCH_MERTK,PMCH_MERTK,PMCH,0,0,0,0
PROS1_AXL,PROS1_AXL,PROS,0.006498198,0.008596691,0.018181209,0.00904014
PROS1_TYRO3,PROS1_TYRO3,PROS,0.01165194,0.006061769,0.008210869,0.006675796
PSAP_GPR37,PSAP_GPR37,PSAP,0.006670288,0.004646325,0.002904525,0.001104074
PTH_PTH1R,PTH_PTH1R,PTH,0,0,0,0
PTH_PTH2R,PTH_PTH2R,PTH,0,0,0,0
PTH2_PTH1R,PTH2_PTH1R,PTH,1.70E-05,0.000217951,9.58E-05,9.41E-05
PTH2_PTH2R,PTH2_PTH2R,PTH,0.00086314,0.001248266,0.000309603,0.001544848
QRFP_QRFPR,QRFP_QRFPR,QRFP,0,0,0,0
RARRES2_GPR1,RARRES2_GPR1,CHEMERIN,0,0,0.000418124,0
RARRES2_CMKLR1,RARRES2_CMKLR1,CHEMERIN,0,0,0.00071496,0
SCGB3A2_MARCO,SCGB3A2_MARCO,UGRP1,0,0,0,0
SCT_SCTR,SCT_SCTR,SCT,0,0,0.000876145,0
SLURP1_CHRNB1,SLURP1_CHRNB1,SLURP,0,0,0,0
SLURP1_CHRNB2,SLURP1_CHRNB2,SLURP,0,0,0,0
SLURP1_CHRNB3,SLURP1_CHRNB3,SLURP,0,0,0,0
SLURP1_CHRNB4,SLURP1_CHRNB4,SLURP,0,0,0,0
SLURP1_CHRNA1,SLURP1_CHRNA1,SLURP,0,0,0,0
SLURP1_CHRNA2,SLURP1_CHRNA2,SLURP,0,0,0,0
SLURP1_CHRNA3,SLURP1_CHRNA3,SLURP,0,0,0,0
SLURP1_CHRNA4,SLURP1_CHRNA4,SLURP,0,0,0,0
SLURP1_CHRNA5,SLURP1_CHRNA5,SLURP,0,0,0,0
SLURP1_CHRNA6,SLURP1_CHRNA6,SLURP,0,0,0,0
SLURP1_CHRNA9,SLURP1_CHRNA9,SLURP,0,0,0,0
SLURP1_CHRNA10,SLURP1_CHRNA10,SLURP,0,0,0,0
SLURP1_CHRND,SLURP1_CHRND,SLURP,0,0,0,0
SLURP1_CHRNE,SLURP1_CHRNE,SLURP,0,0,0,0
SLURP1_CHRNG,SLURP1_CHRNG,SLURP,0,0,0,0
SLURP1_CHRNA7,SLURP1_CHRNA7,SLURP,0,0,0,0
TRH_TRHR,TRH_TRHR,TRH,3.94E-05,4.95E-05,0,0
TRH_TRHR2,TRH_TRHR2,TRH,0,9.91E-06,0,0
UCN_CRHR1,UCN_CRHR1,UCN,0,0,0,0
UCN_CRHR2,UCN_CRHR2,UCN,0,0,0,0
UCN2_CRHR1,UCN2_CRHR1,UCN,5.29E-05,0,0,6.42E-05
UCN2_CRHR2,UCN2_CRHR2,UCN,3.59E-06,0,0,0
UCN3_CRHR1,UCN3_CRHR1,UCN,0,0,0,0
UCN3_CRHR2,UCN3_CRHR2,UCN,0,0,0,0
LGALS9_HAVCR2,LGALS9_HAVCR2,GALECTIN,0,0,2.23E-05,0
LGALS9_CD44,LGALS9_CD44,GALECTIN,0,0,4.63E-05,0
COL1A1_ITGA1_ITGB1,COL1A1_ITGA1_ITGB1,COLLAGEN,0.000134445,0,0.002597316,0
COL1A2_ITGA1_ITGB1,COL1A2_ITGA1_ITGB1,COLLAGEN,0,0.000212998,0.004675168,0
COL2A1_ITGA1_ITGB1,COL2A1_ITGA1_ITGB1,COLLAGEN,0,0.000212998,0.001558389,0
COL4A1_ITGA1_ITGB1,COL4A1_ITGA1_ITGB1,COLLAGEN,0.000268891,0,0.005194631,0.001917152
COL4A2_ITGA1_ITGB1,COL4A2_ITGA1_ITGB1,COLLAGEN,0.000268891,0.001064989,0.003116779,0.001917152
COL4A3_ITGA1_ITGB1,COL4A3_ITGA1_ITGB1,COLLAGEN,0.002420018,0.025346741,0.052985237,0.009585758
COL4A4_ITGA1_ITGB1,COL4A4_ITGA1_ITGB1,COLLAGEN,0.006050046,0.039830592,0.102853696,0.027798699
COL4A5_ITGA1_ITGB1,COL4A5_ITGA1_ITGB1,COLLAGEN,0.000806673,0.003407965,0.010389262,0.005751455
COL4A6_ITGA1_ITGB1,COL4A6_ITGA1_ITGB1,COLLAGEN,0.000941118,0.006389935,0.006233557,0.001917152
COL6A1_ITGA1_ITGB1,COL6A1_ITGA1_ITGB1,COLLAGEN,0.000134445,0,0.000519463,0
COL6A2_ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,COLLAGEN,0,0.000212998,0.001038926,0
COL6A3_ITGA1_ITGB1,COL6A3_ITGA1_ITGB1,COLLAGEN,0.000537782,0,0.000519463,0
COL6A4_ITGA1_ITGB1,COL6A4_ITGA1_ITGB1,COLLAGEN,0.000268891,0,0.002077852,0
COL6A5_ITGA1_ITGB1,COL6A5_ITGA1_ITGB1,COLLAGEN,0.000134445,0,0.001558389,0.003834303
COL6A6_ITGA1_ITGB1,COL6A6_ITGA1_ITGB1,COLLAGEN,0.000537782,0.000212998,0.002597316,0.003834303
COL9A1_ITGA1_ITGB1,COL9A1_ITGA1_ITGB1,COLLAGEN,0,0.000212998,0.000519463,0
COL9A2_ITGA1_ITGB1,COL9A2_ITGA1_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA1_ITGB1,COL9A3_ITGA1_ITGB1,COLLAGEN,0.001613346,0.000638993,0.002077852,0.002875727
COL1A1_ITGA2_ITGB1,COL1A1_ITGA2_ITGB1,COLLAGEN,6.72E-05,0,0.000690224,0
COL1A2_ITGA2_ITGB1,COL1A2_ITGA2_ITGB1,COLLAGEN,0,4.71E-05,0.001242403,0
COL2A1_ITGA2_ITGB1,COL2A1_ITGA2_ITGB1,COLLAGEN,0,4.71E-05,0.000414134,0
COL4A1_ITGA2_ITGB1,COL4A1_ITGA2_ITGB1,COLLAGEN,0.000134445,0,0.001380447,0.000676138
COL4A2_ITGA2_ITGB1,COL4A2_ITGA2_ITGB1,COLLAGEN,0.000134445,0.000235288,0.000828268,0.000676138
COL4A3_ITGA2_ITGB1,COL4A3_ITGA2_ITGB1,COLLAGEN,0.001210009,0.005599861,0.014080562,0.003380692
COL4A4_ITGA2_ITGB1,COL4A4_ITGA2_ITGB1,COLLAGEN,0.003025023,0.008799782,0.027332856,0.009804005
COL4A5_ITGA2_ITGB1,COL4A5_ITGA2_ITGB1,COLLAGEN,0.000403336,0.000752923,0.002760895,0.002028415
COL4A6_ITGA2_ITGB1,COL4A6_ITGA2_ITGB1,COLLAGEN,0.000470559,0.00141173,0.001656537,0.000676138
COL6A1_ITGA2_ITGB1,COL6A1_ITGA2_ITGB1,COLLAGEN,6.72E-05,0,0.000138045,0
COL6A2_ITGA2_ITGB1,COL6A2_ITGA2_ITGB1,COLLAGEN,0,4.71E-05,0.000276089,0
COL6A3_ITGA2_ITGB1,COL6A3_ITGA2_ITGB1,COLLAGEN,0.000268891,0,0.000138045,0
COL6A4_ITGA2_ITGB1,COL6A4_ITGA2_ITGB1,COLLAGEN,0.000134445,0,0.000552179,0
COL6A5_ITGA2_ITGB1,COL6A5_ITGA2_ITGB1,COLLAGEN,6.72E-05,0,0.000414134,0.001352277
COL6A6_ITGA2_ITGB1,COL6A6_ITGA2_ITGB1,COLLAGEN,0.000268891,4.71E-05,0.000690224,0.001352277
COL9A1_ITGA2_ITGB1,COL9A1_ITGA2_ITGB1,COLLAGEN,0,4.71E-05,0.000138045,0
COL9A2_ITGA2_ITGB1,COL9A2_ITGA2_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA2_ITGB1,COL9A3_ITGA2_ITGB1,COLLAGEN,0.000806673,0.000141173,0.000552179,0.001014207
FN1_ITGA3_ITGB1,FN1_ITGA3_ITGB1,FN1,0,0,7.26E-05,3.00E-05
FN1_ITGA4_ITGB1,FN1_ITGA4_ITGB1,FN1,0,0,5.11E-05,5.35E-05
FN1_ITGA5_ITGB1,FN1_ITGA5_ITGB1,FN1,0,0,4.63E-05,6.21E-05
FN1_ITGA8_ITGB1,FN1_ITGA8_ITGB1,FN1,0,0,0.000128469,0.000616227
LAMA1_ITGA1_ITGB1,LAMA1_ITGA1_ITGB1,LAMININ,0.02312462,0.072632257,0.235836252,0.127490585
LAMA2_ITGA1_ITGB1,LAMA2_ITGA1_ITGB1,LAMININ,0.001613346,0.001703983,0.00831141,0.007668607
LAMA3_ITGA1_ITGB1,LAMA3_ITGA1_ITGB1,LAMININ,0.001882237,0.001490985,0.001558389,0.004792879
LAMA4_ITGA1_ITGB1,LAMA4_ITGA1_ITGB1,LAMININ,0.000268891,0,0.001038926,0.000958576
LAMA5_ITGA1_ITGB1,LAMA5_ITGA1_ITGB1,LAMININ,0,0.000425996,0,0
LAMB1_ITGA1_ITGB1,LAMB1_ITGA1_ITGB1,LAMININ,0.000268891,0.000638993,0.003636242,0.002875727
LAMB2_ITGA1_ITGB1,LAMB2_ITGA1_ITGB1,LAMININ,0.000672227,0.000851991,0.00675302,0.002875727
LAMB3_ITGA1_ITGB1,LAMB3_ITGA1_ITGB1,LAMININ,0.000672227,0.000212998,0.002077852,0.000958576
LAMC1_ITGA1_ITGB1,LAMC1_ITGA1_ITGB1,LAMININ,0.004033364,0.004685952,0.011947652,0.002875727
LAMC2_ITGA1_ITGB1,LAMC2_ITGA1_ITGB1,LAMININ,0.000134445,0,0.000519463,0
LAMC3_ITGA1_ITGB1,LAMC3_ITGA1_ITGB1,LAMININ,0.000537782,0.000851991,0.004675168,0
LAMA1_ITGA2_ITGB1,LAMA1_ITGA2_ITGB1,LAMININ,0.01156231,0.016046661,0.062672307,0.044963198
LAMA2_ITGA2_ITGB1,LAMA2_ITGA2_ITGB1,LAMININ,0.000806673,0.000376461,0.002208716,0.002704553
LAMA3_ITGA2_ITGB1,LAMA3_ITGA2_ITGB1,LAMININ,0.000941118,0.000329404,0.000414134,0.001690346
LAMA4_ITGA2_ITGB1,LAMA4_ITGA2_ITGB1,LAMININ,0.000134445,0,0.000276089,0.000338069
LAMA5_ITGA2_ITGB1,LAMA5_ITGA2_ITGB1,LAMININ,0,9.41E-05,0,0
LAMB1_ITGA2_ITGB1,LAMB1_ITGA2_ITGB1,LAMININ,0.000134445,0.000141173,0.000966313,0.001014207
LAMB2_ITGA2_ITGB1,LAMB2_ITGA2_ITGB1,LAMININ,0.000336114,0.000188231,0.001794581,0.001014207
LAMB3_ITGA2_ITGB1,LAMB3_ITGA2_ITGB1,LAMININ,0.000336114,4.71E-05,0.000552179,0.000338069
LAMC1_ITGA2_ITGB1,LAMC1_ITGA2_ITGB1,LAMININ,0.002016682,0.001035268,0.003175029,0.001014207
LAMC2_ITGA2_ITGB1,LAMC2_ITGA2_ITGB1,LAMININ,6.72E-05,0,0.000138045,0
LAMC3_ITGA2_ITGB1,LAMC3_ITGA2_ITGB1,LAMININ,0.000268891,0.000188231,0.001242403,0
CHAD_ITGA2_ITGB1,CHAD_ITGA2_ITGB1,CHAD,0.000134445,4.71E-05,0,0
LAMA1_ITGA3_ITGB1,LAMA1_ITGA3_ITGB1,LAMININ,0.000770821,0.017735784,0.032966358,0.003984081
LAMA2_ITGA3_ITGB1,LAMA2_ITGA3_ITGB1,LAMININ,5.38E-05,0.000416089,0.00116181,0.000239644
LAMA3_ITGA3_ITGB1,LAMA3_ITGA3_ITGB1,LAMININ,6.27E-05,0.000364078,0.000217839,0.000149777
LAMA4_ITGA3_ITGB1,LAMA4_ITGA3_ITGB1,LAMININ,8.96E-06,0,0.000145226,3.00E-05
LAMA5_ITGA3_ITGB1,LAMA5_ITGA3_ITGB1,LAMININ,0,0.000104022,0,0
LAMB1_ITGA3_ITGB1,LAMB1_ITGA3_ITGB1,LAMININ,8.96E-06,0.000156033,0.000508292,8.99E-05
LAMB2_ITGA3_ITGB1,LAMB2_ITGA3_ITGB1,LAMININ,2.24E-05,0.000208044,0.000943971,8.99E-05
LAMB3_ITGA3_ITGB1,LAMB3_ITGA3_ITGB1,LAMININ,2.24E-05,5.20E-05,0.000290452,3.00E-05
LAMC1_ITGA3_ITGB1,LAMC1_ITGA3_ITGB1,LAMININ,0.000134445,0.001144244,0.001670102,8.99E-05
LAMC2_ITGA3_ITGB1,LAMC2_ITGA3_ITGB1,LAMININ,4.48E-06,0,7.26E-05,0
LAMC3_ITGA3_ITGB1,LAMC3_ITGA3_ITGB1,LAMININ,1.79E-05,0.000208044,0.000653518,0
